Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.3,17.9,25,17.9 - 25.0
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.6,22,29.5,22.0 - 29.5
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.3,25.7,35.2,25.7 - 35.2
Symptoms of Depressive Disorder,By State,Maine,Maine,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.2,18.8,28.1,18.8 - 28.1
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,18.6,15.2,22.4,15.2 - 22.4
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,20.7,17.3,24.6,17.3 - 24.6
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,20.7,17.6,24,17.6 - 24.0
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,19.4,16.5,22.4,16.5 - 22.4
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.1,23.5,35.2,23.5 - 35.2
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.1,18.2,26.4,18.2 - 26.4
Symptoms of Depressive Disorder,By State,Montana,Montana,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.5,19.5,27.8,19.5 - 27.8
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.3,20.1,26.6,20.1 - 26.6
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.4,23.2,36.2,23.2 - 36.2
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,17.6,14.5,21,14.5 - 21.0
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,18,14.9,21.4,14.9 - 21.4
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.7,20,27.7,20.0 - 27.7
Symptoms of Depressive Disorder,By State,New York,New York,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,19.4,16.4,22.6,16.4 - 22.6
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,17,14,20.3,14.0 - 20.3
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,19.5,15.5,24,15.5 - 24.0
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,20.4,17.1,24.1,17.1 - 24.1
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.4,20.6,26.4,20.6 - 26.4
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.1,20.1,26.3,20.1 - 26.3
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.8,19.3,26.7,19.3 - 26.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,20,15.7,24.9,15.7 - 24.9
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.6,18,27.8,18.0 - 27.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,17.8,14.3,21.8,14.3 - 21.8
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.4,22.9,30.2,22.9 - 30.2
Symptoms of Depressive Disorder,By State,Texas,Texas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,24.4,21.7,27.3,21.7 - 27.3
Symptoms of Depressive Disorder,By State,Utah,Utah,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.1,20,26.4,20.0 - 26.4
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,15.4,11,20.6,11.0 - 20.6
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.5,19.2,26.1,19.2 - 26.1
Symptoms of Depressive Disorder,By State,Washington,Washington,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.2,18.8,23.8,18.8 - 23.8
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27,23.1,31.2,23.1 - 31.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,17.6,15.1,20.3,15.1 - 20.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.2,17.9,27,17.9 - 27.0
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.2,27.6,28.8,27.6 - 28.8
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,41.9,39.5,44.3,39.5 - 44.3
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,34.6,33.2,36.1,33.2 - 36.1
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.3,27.8,30.8,27.8 - 30.8
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26,24.6,27.5,24.6 - 27.5
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.4,19.8,23,19.8 - 23.0
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,15.4,14,16.8,14.0 - 16.8
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,14.2,11.2,17.6,11.2 - 17.6
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.7,22.8,24.7,22.8 - 24.7
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.4,31.6,33.3,31.6 - 33.3
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.2,22.3,24.2,22.3 - 24.2
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.7,30.9,32.5,30.9 - 32.5
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,63.3,54.5,71.5,54.5 - 71.5
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,37.5,33.2,41.9,33.2 - 41.9
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.6,25,26.2,25.0 - 26.2
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,53.4,49.1,57.6,49.1 - 57.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.2,28.4,34,28.4 - 34.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.8,27.1,28.6,27.1 - 28.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.4,25.1,29.7,25.1 - 29.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,19.8,17.4,22.4,17.4 - 22.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,36.6,33.5,39.8,33.5 - 39.8
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,35.7,31.5,40,31.5 - 40.0
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.1,28.8,31.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.3,31.2,33.4,31.2 - 33.4
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.6,21.1,22.2,21.1 - 22.2
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,54,52.1,55.9,52.1 - 55.9
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.5,22.9,24.1,22.9 - 24.1
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.5,26.7,34.6,26.7 - 34.6
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.4,24.2,32.9,24.2 - 32.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.8,28.9,34.8,28.9 - 34.8
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.9,24.9,33.2,24.9 - 33.2
Symptoms of Anxiety Disorder,By State,California,California,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.2,25.6,30.9,25.6 - 30.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.1,22.8,29.6,22.8 - 29.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28,24.2,32,24.2 - 32.0
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.2,18.9,27.9,18.9 - 27.9
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.6,21,30.8,21.0 - 30.8
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.7,26,31.6,26.0 - 31.6
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.8,25.5,32.2,25.5 - 32.2
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.7,17.8,28.1,17.8 - 28.1
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.7,23.4,30.2,23.4 - 30.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,24.5,20.4,29.1,20.4 - 29.1
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.3,25.7,33.1,25.7 - 33.1
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.6,22.2,29.3,22.2 - 29.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26,22.6,29.5,22.6 - 29.5
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,33.4,30,36.9,30.0 - 36.9
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,33.3,28.1,38.9,28.1 - 38.9
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.9,27.2,34.8,27.2 - 34.8
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23.9,20.2,28,20.2 - 28.0
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.7,23.4,30.2,23.4 - 30.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.4,23.5,29.3,23.5 - 29.3
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.4,22.2,28.7,22.2 - 28.7
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.3,26.7,38.4,26.7 - 38.4
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.1,26.6,35.9,26.6 - 35.9
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.2,24.7,34,24.7 - 34.0
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.4,23.6,31.5,23.6 - 31.5
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.8,28.3,35.5,28.3 - 35.5
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.3,22.3,30.5,22.3 - 30.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,24.2,20.9,27.8,20.9 - 27.8
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.8,25.6,34.3,25.6 - 34.3
Symptoms of Anxiety Disorder,By State,New York,New York,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.8,24.9,32.9,24.9 - 32.9
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.1,17.6,24.9,17.6 - 24.9
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,24.7,20.3,29.6,20.3 - 29.6
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.5,25,32.1,25.0 - 32.1
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.3,28,34.7,28.0 - 34.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.9,27.9,34.1,27.9 - 34.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.8,25.1,32.7,25.1 - 32.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.2,19.8,31.3,19.8 - 31.3
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.2,25.5,35.2,25.5 - 35.2
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,23,19.3,27,19.3 - 27.0
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.3,27.6,35.2,27.6 - 35.2
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.4,28.4,34.6,28.4 - 34.6
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.9,24.6,31.5,24.6 - 31.5
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,19.7,15.7,24.1,15.7 - 24.1
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.4,25.2,31.9,25.2 - 31.9
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.1,25.5,30.7,25.5 - 30.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,33,28.2,38.1,28.2 - 38.1
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,21.8,19.1,24.7,19.1 - 24.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.3,22,33.2,22.0 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.3,31.6,32.9,31.6 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,47.2,44.7,49.7,44.7 - 49.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,38.8,37.3,40.4,37.3 - 40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,33.1,31.7,34.5,31.7 - 34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.9,28.4,31.3,28.4 - 31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,25.4,23.7,27.1,23.7 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,18.7,17.3,20.2,17.3 - 20.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,16.8,13.7,20.4,13.7 - 20.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,28.3,27.2,29.4,27.2 - 29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,36,35.2,36.8,35.2 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.8,26.7,28.9,26.7 - 28.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,35.2,34.4,35.9,34.4 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,75.7,67.3,82.9,67.3 - 82.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,41,36.6,45.5,36.6 - 45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.5,28.8,30.2,28.8 - 30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,58.7,54.6,62.7,54.6 - 62.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,35.9,33.2,38.6,33.2 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.5,30.7,32.3,30.7 - 32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.5,30.1,35,30.1 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,22.6,20,25.4,20.0 - 25.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,41.9,38.7,45.1,38.7 - 45.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,40.8,36.7,45,36.7 - 45.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,35.1,33.7,36.5,33.7 - 36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,36.7,35.4,38,35.4 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,24.4,23.9,25,23.9 - 25.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,60.4,58.2,62.4,58.2 - 62.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,27.1,26.4,27.7,26.4 - 27.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,34.7,30.8,38.8,30.8 - 38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.2,28.1,36.5,28.1 - 36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,35.8,32.8,38.8,32.8 - 38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.6,28.7,36.7,28.7 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.7,29.1,34.3,29.1 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.8,26.3,33.4,26.3 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,31.7,27.7,35.9,27.7 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,29.3,24.1,35,24.1 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,30.7,25.4,36.4,25.4 - 36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,32.3,29.5,35.2,29.5 - 35.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,33.9,30.1,38,30.1 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.7,54,"Feb 1 - Feb 13, 2023",2/1/23,2/13/23,26.5,21.4,32.1,21.4 - 32.1
